Block,Street,Address,Zip,Trade Name,Corp Name,License
1701,HANOVER STREET SOUTH,1701 HANOVER STREET SOUTH,21230,HANOVER LIQUORS,"SHAKTI HANOVER,LLC",LA
-,HARBORPLACE-201 E.PRATT ST,- HARBORPLACE-201 E.PRATT ST,21202,UNO PIZZERIA & GRILL,"MVPIZZA, LLC",LB
--,HARBORPLACE-201 E.PRATT ST,-- HARBORPLACE-201 E.PRATT ST,21202,CHEESECAKE FACTORY,"CHEESECAKE FACTORY RESTAURANTS, INC.",LB
-,HARBORPLACE-301 LIGHT ST (1445),- HARBORPLACE-301 LIGHT ST (1445),21202,HOOTERS,"HOA MARYLAND RESTAURANT HOLDER, LLC",LB
2801,HARFORD ROAD,2801 HARFORD ROAD,21213,CLIFTON PARK GOLF COURSE,BALTIMORE MUNICIPAL GOLF CORPORATION,LM-G
4301,HARFORD ROAD,4301 HARFORD ROAD,21214,KOCO'S PUB,"KOCO'S PUB, INC.",LBD7
4341,HARFORD ROAD,4341 HARFORD ROAD,21214,MAGGIES FARM,"WOLF SMITH, INC.",LB
4507-09,HARFORD ROAD,4507-09 HARFORD ROAD,21214,ATLANTIC CATERERS,"ATLANTIC CATERERS, INC.",WA
4514-16,HARFORD ROAD,4514-16 HARFORD ROAD,21214,LOU'S LIQUOR,"LIN & JUNG, INC.",LA
4528,HARFORD ROAD,4528 HARFORD ROAD,21214,N/A,SECURED CREDITOR,LB
4537,HARFORD ROAD,4537 HARFORD ROAD,21214,WILSON'S TAVERN,"4537 HARFORD ROAD WILSON'S, LLC",LBD7
4627,HARFORD ROAD,4627 HARFORD ROAD,21214,HARFORD ROAD LIQUORS,"SAI BABA LIQUORS, INC.",LA
4719,HARFORD ROAD,4719 HARFORD ROAD,21214,ZEKE'S COFFEE,"SWAVE, INC",LB
4924-26,HARFORD ROAD,4924-26 HARFORD ROAD,21214,AMENDMENT 21,"AMENDMENT 21, INC.",LA
5402,HARFORD ROAD,5402 HARFORD ROAD,21214,MICKY'S JOINT,"MICKY'S JOINT, LLC",LB
5418-20,HARFORD ROAD,5418-20 HARFORD ROAD,21214,HAMILTON LIQUORS,"AJKJ, INC.",LA
5429,HARFORD ROAD,5429 HARFORD ROAD,21214,SILVER QUEEN CAFE,"SILVER  QUEEN CAFE, LLC",LBD7
5506,HARFORD ROAD,5506 HARFORD ROAD,21214,THE HAMILTON SPORTS BAR & GRILL,"HAMILTON, LLC",LB
5516,HARFORD ROAD,5516 HARFORD ROAD,21214,BRANNAN'S PUB,"HARFORD ROAD GROUP, LLC",LBD7
5517,HARFORD ROAD,5517 HARFORD ROAD,21214,N/A,SECURED CREDITOR,LBD7
5517,HARFORD ROAD,5517 HARFORD ROAD,21214,HAMILTON SPICE BAR,"SUBI & MAYA, LLC",LB
5702-04,HARFORD ROAD,5702-04 HARFORD ROAD,21214,KURAMO RESTAURANT,"KURAMO RESTAURANT, LLC",LB
6014,HARFORD ROAD,6014 HARFORD ROAD,21214,IBIS INTERNATIONAL,DEFACO TRNS.INC.,LB
6016,HARFORD ROAD,6016 HARFORD ROAD,21214,IBIS TAVERN,"IBIS TAVERN, LLC",LBD7
6044,HARFORD ROAD,6044 HARFORD ROAD,21214,SHAMROCK INN,"STEPHNMEL, INC.",LBD7
6427-29,HARFORD ROAD,6427-29 HARFORD ROAD,21214,MYKE'S BAR LOUNGE,"MYKES,LLC",LB
6506-10,HARFORD ROAD,6506-10 HARFORD ROAD,21214,LIQUORSTATION,"SULTANPUR LODHI, LLC",LA
6621-27,HARFORD ROAD,6621-27 HARFORD ROAD,21214,VALENTINO'S RESTAURANT,"VALENTINO'S RESTAURANT, INC.",LB
2006,HARFORD ROAD,2006 HARFORD ROAD,21218,SMITH'S PLACE,"TIKU'S, INC",LBD7
2008-10,HARFORD ROAD,2008-10 HARFORD ROAD,21218,EAST BALTO. LODGE #1043 I.B.P.O.E. OF W,"EAST BALTIMORE LODGE NO. 1043, INC.",LC
2300-02,HARFORD ROAD,2300-02 HARFORD ROAD,21218,Y & S LIQUORS,"BAIK SOHN, INC.",LA
2610,HARFORD ROAD,2610 HARFORD ROAD,21218,DEW LIQUORS,"KAILASH, LLC",LA
2722,HARFORD ROAD,2722 HARFORD ROAD,21218,19TH HOLE,"HILL, INC.",LBD7
6701,HARFORD ROAD,6701 HARFORD ROAD,21234,NORTHERN PHARMACY,"NORTHERN PHARMACY&MEDICAL EQUIPMENT,INC.",LA
6902-02A,HARFORD ROAD,6902-02A HARFORD ROAD,21234,CHESLEY LIQUORS,NEW CHESLEY LIQUORS LLC,LA
7205-07,HARFORD ROAD,7205-07 HARFORD ROAD,21234,MUELLER'S DELI,"7207 HARFORD RD, INC.",LA
7209,HARFORD ROAD,7209 HARFORD ROAD,21234,FREDDIE'S ALE HOUSE,"7209 HARFORD, INC.",LB
7212,HARFORD ROAD,7212 HARFORD ROAD,21234,MASTELLONE'S,"MASTELLONE DELI AND WINE SHOP, INC.",WA
7509,HARFORD ROAD,7509 HARFORD ROAD,21234,FRIENDLY HARFORD HOUSE,"JANNA, INC.",LB
7603-09,HARFORD ROAD,7603-09 HARFORD ROAD,21234,PARKVILLE LANES,"DUCKPIN MEDIA, LLC",WD
4801,"HARFORD ROAD, SUITE H1","4801 HARFORD ROAD, SUITE H1",21214,PAPI'S TACO LAURAVILLE,"PAPIS LAURAVILLE, LLC",LB
4801,"HARFORD ROAD, SUITE S2","4801 HARFORD ROAD, SUITE S2",21214,CAFE CAMPLI,"OUR SUNDAY GRAVY,LLC",LBD7
1157,HAUBERT STREET,1157 HAUBERT STREET,21230,1157 BAR & KITCHEN,"HAUBERT STREET 1157, LLC",LBD7
1,HAVEN STREET NORTH,1 HAVEN STREET NORTH,21224,THE BOILER ROOM RESTAURANT,"THE BOILER ROOM RESTAURANT, LLC",LB
1,HAVEN STREET NORTH,1 HAVEN STREET NORTH,21224,MONUMENT CITY BREWING COMPANY,"MONUMENT CITY BREWING COMPANY,LLC",D
400-02,HAVEN STREET NORTH,400-02 HAVEN STREET NORTH,21224,HAVEN PLACE,"HAVEN PLACE, INC.",AE
1,HAVEN STREET NORTH SUITE #101,1 HAVEN STREET NORTH SUITE #101,21224,URBAN AXES,"URBAN AXES BALTIMORE, LLC",LBD7
200,HAVEN STREET SOUTH,200 HAVEN STREET SOUTH,21224,EL DRAGON SPORT BAR & RESTAURANT,"SAI BABA HOSPITALITY, LLC",LB
1201,HAVEN STREET SOUTH,1201 HAVEN STREET SOUTH,21224,THE PARK AT HAVEN STREET,"VOLO HAVEN, LLC",LBAL
1600,HAZEL STREET,1600 HAZEL STREET,21226,SOONER'S TAVERN,"HAZEL ST., LLC",LBD7
3600,HICKORY AVENUE,3600 HICKORY AVENUE,21211,THE BLUEBIRD,"LE ZINC, LLC",LB
3602,HICKORY AVENUE,3602 HICKORY AVENUE,21211,DKD,"DKD,LLC",LB
3604-06,HICKORY AVENUE,3604-06 HICKORY AVENUE,21211,MAHOOL POTTS POST #2 - AMERICAN LEGION,"MAHOOL POTTS POST #2, INC.",LC
3631,HICKORY AVENUE,3631 HICKORY AVENUE,21211,GRIFFITH'S TAVERN,"CRASH BANANA, LLC",LBD7
231,HIGH STREET SOUTH,231 HIGH STREET SOUTH,21202,AMICCI'S,"AMICCI'S, INC.",LB
237,HIGH STREET SOUTH,237 HIGH STREET SOUTH,21202,CHIAPPARELLI'S RESTAURANT,"CHIAPPARELLI'S, INC.",LB
306,HIGH STREET SOUTH,306 HIGH STREET SOUTH,21202,SUDANOS,"SUDANO FAMILY, LLC",LB
313,HIGH STREET SOUTH,313 HIGH STREET SOUTH,21202,JOE BENNY'S,"JBENG, LLC",LD
408,HIGH STREET SOUTH,408 HIGH STREET SOUTH,21202,ANCHE',"PANE E VINO, INC.",LBD7
410,HIGH STREET SOUTH,410 HIGH STREET SOUTH,21202,CAFE GIA,"IGGY'S SANDWICH KING, LLC",LB
413,HIGH STREET SOUTH,413 HIGH STREET SOUTH,21202,ANGELI'S PIZZA,"413 HIGH, LLC",LB
212-214,HIGHLAND AVENUE NORTH,212-214 HIGHLAND AVENUE NORTH,21224,YESTERYEAR'S LIQUORS,"ALEXIJOAANA, LLC",LA
3-Jan,HIGHLAND AVENUE SOUTH,1-3 HIGHLAND AVENUE SOUTH,21224,MR.JOE'S BAR & CUTRATE,"MAAN AND JAIYA, INC.",LBD7
4601-03,HILLEN RD-MORGAN STATE U.,4601-03 HILLEN RD-MORGAN STATE U.,21251,SPENCER HALL  4TH FLOOR,"FACULTY, STAFF DINING LOUNGE - M.S.U.",WC
6001,HILLEN ROAD,6001 HILLEN ROAD,21239,MOUNT PLEASANT GOLF COUSE,BALTIMORE MUNICIPAL GOLF CORPORATION,LM-G
6131,HILLEN ROAD,6131 HILLEN ROAD,21239,PINE RIDGE GOLF COURSE,BALTIMORE MUNICIPAL GOLF CORPORATION,LM-G
2900,HILLSDALE ROAD,2900 HILLSDALE ROAD,21207,FOREST PARK GOLF COURSE,BALTIMORE MUNICIPAL GOLF CORPORATION,LM-G
1000,HOFFMAN STREET EAST,1000 HOFFMAN STREET EAST,21202,LARAE'S LOUNGE,,LBD7
2443,HOFFMAN STREET EAST,2443 HOFFMAN STREET EAST,21213,D & M LIQUORS,"HJE, INC.",LA
6701-05,HOLABIRD AVENUE,6701-05 HOLABIRD AVENUE,21222,HOLABIRD BAR & LIQUOR,"6701 HOLABIRD, INC.",LBD7
6212-16,HOLABIRD AVENUE,6212-16 HOLABIRD AVENUE,21224,VINNY'S CAFE,"SCOTTO AND SONS, INC.",LB
6400,HOLABIRD AVENUE,6400 HOLABIRD AVENUE,21224,LIQUOR STOP,"DGSK, LLC",LA
6422,HOLABIRD AVENUE,6422 HOLABIRD AVENUE,21224,BAR BB ORTIZ,"BAR BB ORTIZ, LLC",LBD7
6526,HOLABIRD AVENUE,6526 HOLABIRD AVENUE,21224,JIMMY'S FAMOUS SEAFOOD,"JIMMY'S SEAFOOD, INC.",LB
235,HOLLIDAY  STREET NORTH,235 HOLLIDAY  STREET NORTH,21201,IDA B'S  TABLE,"IBT,LLC",LB
3214,HOLLINS FERRY ROAD,3214 HOLLINS FERRY ROAD,21227,SLIM'S LIQUORS,"NUMBER ONE KB, INC.",LA
851-53,HOLLINS STREET,851-53 HOLLINS STREET,21201,LITHUANIAN HALL ASSOCIATION,"LITHUANIAN HALL ASSOCIATION, INC.",LC
1143-45,HOLLINS STREET,1143-45 HOLLINS STREET,21223,ZELLAS PIZZERIA,DEMARI INC.,LB
2578,HOLLINS STREET,2578 HOLLINS STREET,21223,PEARL'S PLACE,"PEARL'S INVESTMENTS, INC.",LBD7
3,HOWARD STREET NORTH,3 HOWARD STREET NORTH,21201,HOWARD DISCOUNT LIQUOR,"KAMANA, LLC",LBD7
402,HOWARD STREET NORTH,402 HOWARD STREET NORTH,21201,DARK ROOM,"KOWLI RECORDS, LLC",LBD7
404-06,HOWARD STREET NORTH,404-06 HOWARD STREET NORTH,21201,LE MONDO,"NEW LE MONDO, INC.",LD
421,HOWARD STREET NORTH,421 HOWARD STREET NORTH,21201,CURRENT CLUBHOUSE,"CURRENT CLUBHOUSE, LLC",LBD7
885-89,HOWARD STREET NORTH,885-89 HOWARD STREET NORTH,21201,CENTRAL,"MIMIK, LLC",LB
2549-53,HOWARD STREET NORTH,2549-53 HOWARD STREET NORTH,21218,OTTOBAR,"DISORDER, LLC",LBD7
2600,"HOWARD STREET NORTH, SUITE #1000","2600 HOWARD STREET NORTH, SUITE #1000",21218,SPAREPARTS,"29TH STREET LICENSEE, LLC",LA
2600,"HOWARD STREET NORTH, SUITE #1100","2600 HOWARD STREET NORTH, SUITE #1100",21218,JBGBS,"JBGB II, LLC",LB
2624-26,HUDSON STREET,2624-26 HUDSON STREET,21224,HUDSON STREET STACKHOUSE,"2624 HUDSON STREET CAFE, INC.",LBD7
2639-41,HUDSON STREET,2639-41 HUDSON STREET,21224,SILKS,"ATLANTIC CAFE, LLC",LBD7
2822,HUDSON STREET,2822 HUDSON STREET,21224,BLAIRS ON HUDSON,"SMERTTZ,LLC",LBD7
2844,HUDSON STREET,2844 HUDSON STREET,21224,LEE'S PINT & SHELL,"2844 HUDSON, LLC",LBD7
3728,HUDSON STREET,3728 HUDSON STREET,21224,HUCK'S AMERICAN CRAFT,"LADY LYLE, LLC",LBD7
1121-23,HULL STREET,1121-23 HULL STREET,21230,SERENITY WINE BAR,"SERENITY WNE BAR,LLC",WD
1222,HULL STREET,1222 HULL STREET,21230,HULL STREET BLUES CAFE,1222 HULL STREET CORPORATION,LBD7
1229,HULL STREET,1229 HULL STREET,21230,THE PORT PUBLIC HOUSE,"JR'S BAR & GRILL, INC.",LBD7
1336-40,HULL STREET,1336-40 HULL STREET,21230,KNIGHTS OF COLUMBUS HALL,"COLUMBIANS, INC.",LC
2600,INSULATOR DRIVE,2600 INSULATOR DRIVE,21230,NICK'S FISH HOUSE,"2600 INSULATOR DRIVE LICENSEE, LLC",LB
200,INTERNATIONAL DRIVE,200 INTERNATIONAL DRIVE,21202,FOUR SEASONS HOTEL,"HARBOR EAST PARCEL D - HOTEL, LLC",LBHM
200,INTERNATIONAL DRIVE,200 INTERNATIONAL DRIVE,21202,AZUMI/LOCHBAR CONCEPTS,PROMENADE VENTURES LLC,LB
200,INTERNATIONAL DRIVE,200 INTERNATIONAL DRIVE,21202,MAXIMON,"HARBOR EAST PARCEL D-PROMENADE DINING, LLC",LB
400,INTERNATIONAL DRIVE,400 INTERNATIONAL DRIVE,21202,BYGONE RESTAURANT,"HARBOR EAST PARCEL D ROOFTOP DINING, LLC",LBD7
51,KANE STREET,51 KANE STREET,21224,PRIMA FOODS,"PRIMA FOODS, INC.",LA
1604,KELLY AVENUE,1604 KELLY AVENUE,21209,ABBEY BURGER BISTRO MT. WASHINGTON,"JAMARU, LLC",LB
800,KENWOOD AVENUE SOUTH,800 KENWOOD AVENUE SOUTH,21224,GITAN BISTRO CRU,"XENIA, LLC",LBD7
900,KENWOOD AVENUE SOUTH,900 KENWOOD AVENUE SOUTH,21224,HOME SLYCE,"900 PIZZA, LLC",LBD7
3635,KESWICK ROAD,3635 KESWICK ROAD,21211,ROYAL FARMS #6,"TWO FARMS, INC.",WA
402,KEY HIGHWAY,402 KEY HIGHWAY,21230,RUSTY SCUPPER,INNER HARBOR RESTAURANT CORPORATION,LB
751,KEY HIGHWAY,751 KEY HIGHWAY,21230,AMMOORA,"AMMOORA, INC.",LB
1221,KEY HIGHWAY,1221 KEY HIGHWAY,21230,TABRIZI'S RESTAURANT & DIPASQUALE'S DELI,"PARKWAY SWIRNOW, INC.",LBD7
1325,KEY HIGHWAY,1325 KEY HIGHWAY,21230,LITTLE HAVANA,HAVANA MANAGEMENT INC,LBD7
801,"KEY HIGHWAY, UNIT 2","801 KEY HIGHWAY, UNIT 2",21230,ART OF BALANCE WELLNESS SPA,"821 TWOKEYS, LLC",LBD7
2213-15,KIRK AVENUE,2213-15 KIRK AVENUE,21218,WOODEN NICKEL LOUNGE,"WOODEN NICKEL LOUNGE, INC.",LBD7
53-55,KRESSON STREET SOUTH,53-55 KRESSON STREET SOUTH,21224,O'RYAN'S PUB,"O'RYAN, LLC",LBD7
4147,LABYRINTH ROAD,4147 LABYRINTH ROAD,21215,EUROPE RESTAURANT CATERING,"MAZEL, INC.",LB
2801,LAFAYETTE AVENUE WEST,2801 LAFAYETTE AVENUE WEST,21216,PRIDE GROCERY & LIQUOR,L.LIU CORPORATION,LA
800,LANCASTER STREET,800 LANCASTER STREET,21202,LEBANESE TAVERNA,"LEBANESE TAVERNA BALTIMORE, INC.",LB
822,LANCASTER STREET,822 LANCASTER STREET,21202,CINGHIALE,"BIGBROCO, LLC",LB
1000,LANCASTER STREET,1000 LANCASTER STREET,21202,CHARLESTON,"RESTCO, LLC",LB
1066,LANCASTER STREET,1066 LANCASTER STREET,21202,OUZO BAY,"GPA, LLC",LB
1390,LANCASTER STREET,1390 LANCASTER STREET,21231,MUSSEL BAR & GRILLE,"MUSSEL BAR & GRILLE BALTIMORE,LLC",LB
1718,LANCASTER STREET,1718 LANCASTER STREET,21231,YARDARM,,LBD7
1000,"LANCASTER STREET, SUITE B","1000 LANCASTER STREET, SUITE B",21202,BAR ONE BALTIMORE,"BAR ONE BALTIMORE, LLC",LB
1300-02,LAURENS STREET,1300-02 LAURENS STREET,21217,CLUB PARADISE LIQUOR,"OM SHIVA, INC.",LBD7
1609,LAURENS STREET,1609 LAURENS STREET,21217,CLUB BAR,SUAH LIGHTHOUSE COMPANY INC,LBD7
3300,LAWNVIEW AVENUE,3300 LAWNVIEW AVENUE,21213,SHIRLEY'S PLACE,"ROBJAC, INC.",LBD7
500,LEHIGH STREET SOUTH,500 LEHIGH STREET SOUTH,21224,LUXURY 360 BAR & LOUNGE,"PPI TAVERN,INC.",LBD7
501,LEHIGH STREET SOUTH,501 LEHIGH STREET SOUTH,21224,GUS'S SPORTS BAR,"GUS'S SPORTS BAR, INC.",LBD7
--,LEXINGTON MARKET,#NAME?,21201,JOHN W. FAIDLEY SEAFOOD,"JOHN W. FAIDLEY, INC.",WD
112,LEXINGTON STREET EAST,112 LEXINGTON STREET EAST,21202,NEXT PHAZE,"NEXT PHAZE, LLC",LB
218-20,LEXINGTON STREET EAST,218-20 LEXINGTON STREET EAST,21202,THE SIDEBAR,"INSOMNIAC IGUANA IN BUSINESS, LLC",LD
101,LEXINGTON STREET WEST,101 LEXINGTON STREET WEST,21201,MISS CARTER'S PLACE,"MISS CARTER'S PLACE, LLC",LB
523-25,LEXINGTON STREET WEST,523-25 LEXINGTON STREET WEST,21201,A&B LIQUORS,"A & B LIQUORS, INC.",LA
1801,LEXINGTON STREET WEST,1801 LEXINGTON STREET WEST,21223,FULTON LIQUOR STORE,"JYK LIQUORS, INC.",LA
2101,LEXINGTON STREET WEST,2101 LEXINGTON STREET WEST,21223,DOC'S L&P LIQUORS,"CLB 2101, LLC",LA-2
4701-03,LIBERTY HEIGHTS AVENUE,4701-03 LIBERTY HEIGHTS AVENUE,21207,FOUR G'S LIQUOR & LOUNGE,"S & A WINE & SPIRITS, LLC",LBD7
2435,LIBERTY HEIGHTS AVENUE,2435 LIBERTY HEIGHTS AVENUE,21215,TGI FRIDAY'S,"ATLANTA RESTAURANT PARTNERS,LLC",LB
17,LIGHT STREET,17 LIGHT STREET,21202,RESIDENCE INN BALTIMORE INNER HARBOR HOTEL,"SUMMIT LICENSING 137, LLC",LBHM
100,LIGHT STREET,100 LIGHT STREET,21202,CENTER CLUB,CENTER CLUB INC.,LC
300,LIGHT STREET,300 LIGHT STREET,21202,HYATT REGENCY BALTIMORE,HYATT HOTELS CORPORATION OF MARYLAND,LBHM
550,LIGHT STREET,550 LIGHT STREET,21202,ROYAL SONESTA HARBOR COURT BALTIMORE,SONESTA INTERNATIONAL HOTELS CORPORATION,LBHM
1002-04,LIGHT STREET,1002-04 LIGHT STREET,21230,ROSA'S BAR & GRILL,"LIGHT 1002 MANAGEMENT, LLC",LB
1006,LIGHT STREET,1006 LIGHT STREET,21230,BE MORE THAI,"BACS GROUP, LLC",WD
1016,LIGHT STREET,1016 LIGHT STREET,21230,MARIA D'S,"APLA 1, LLC",WD
1017,LIGHT STREET,1017 LIGHT STREET,21230,KIKU SUSHI,"J & M SUSHI, INC.",WD
1032,LIGHT STREET,1032 LIGHT STREET,21230,BLUE AGAVE,"SF LIFE, INC.",LB
1230-32,LIGHT STREET,1230-32 LIGHT STREET,21230,OLE FEDERAL HILL LIQUORS,"ARK LIGHT STREET, INC",LA
1236,LIGHT STREET,1236 LIGHT STREET,21230,BREWER'S CASK,"GLEN ARM STATION, LLC",LD
1400,LIGHT STREET,1400 LIGHT STREET,21230,ROWHOUSE GRILLE,"ROWHOUSE GRILLE, LLC",LB
1444-46,LIGHT STREET,1444-46 LIGHT STREET,21230,BODHI FEDERAL HILL,"1444 LIGHT STREET, LLC",WD
1450,LIGHT STREET,1450 LIGHT STREET,21230,SHOYOU SUSHI,"SHOYOU, INC.",LD
1453-55,LIGHT STREET,1453-55 LIGHT STREET,21230,DON'T KNOW,"D & R ENTERPRISES, INC.",LBD7
1503-05,LIGHT STREET,1503-05 LIGHT STREET,21230,JEN'S PLACE,"JEN'S PLACE, INC.",LBD7
1542,LIGHT STREET,1542 LIGHT STREET,21230,RIVERSIDE TAP HOUSE,LIGHTRANDALL CORPORATION,LBD7
1739-41,LIGHT STREET,1739-41 LIGHT STREET,21230,THE CRAZY CRAB BAG,"THE CRAZY CRAB BAG, LLC",LBD7
1843,LIGHT STREET,1843 LIGHT STREET,21230,HERSH'S PIZZA & DRINKS,"TME, LLC",LB
30,"LIGHT STREET, STE 2","30 LIGHT STREET, STE 2",21202,R R TAQUERIA,"R R TAQUERIA 30 LIGHT ST, LLC",LB
414,"LIGHT STREET, SUITE103","414 LIGHT STREET, SUITE103",21202,RAMEN UTSUKE,"UTSUKE BALTIMORE, LLC",LB
414,"LIGHT STREET, SUITE 102","414 LIGHT STREET, SUITE 102",21202,FACCI RISTORANTE,"FACCI RISTORANTE OF BALTIMORE, LLC",LB
2748,LIGHTHOUSE POINT EAST,2748 LIGHTHOUSE POINT EAST,21224,NAKED GRILL SUSHI & YAKITORI,"3 DODO, INC.",LB
1015-21,LOMBARD STREET EAST,1015-21 LOMBARD STREET EAST,21202,HARRY ATTMAN'S DELI,HARRY ATTMAN'S DELI LLC.,LBD7
3208,LOMBARD STREET EAST,3208 LOMBARD STREET EAST,21224,BUSTERS PUB,"BUSTER'S, INC.",LBD7
3736-38,LOMBARD STREET EAST,3736-38 LOMBARD STREET EAST,21224,LOS TRES HERMANOS,"LOS TRES HERMANOS II, LLC",WB
3907-23,LOMBARD STREET EAST,3907-23 LOMBARD STREET EAST,21224,TRIO,SIERRA INC.,LB
3925-27,LOMBARD STREET EAST,3925-27 LOMBARD STREET EAST,21224,MY COUSIN'S PLACE,"NEW ECSTASY BAR AND RESTAURANT,LLC",LBD7
4020,LOMBARD STREET EAST,4020 LOMBARD STREET EAST,21224,THE TWINS,"D & D ARCE, LLC",LBD7
4100-02,LOMBARD STREET EAST,4100-02 LOMBARD STREET EAST,21224,N/A,SECURED CREDITOR,LBD7
4116-20,LOMBARD STREET EAST,4116-20 LOMBARD STREET EAST,21224,TIFFANY EAST CATERING,"TIFFANY EAST, INC.",LB
6401,LOMBARD STREET EAST,6401 LOMBARD STREET EAST,21224,BAYVIEW GOLF CENTER,"BAYVIEW GOLF DRIVING RANGE, LLC",WD
1801,LOMBARD STREET EAST,1801 LOMBARD STREET EAST,21231,HYGGE,"1801 LOMBARD, LLC",LBD7
1841,LOMBARD STREET EAST,1841 LOMBARD STREET EAST,21231,WATER FOR CHOCOLATE,"WATER FOR CHOCOLATE CATERING, LLC",WD
1900-20,LOMBARD STREET EAST,1900-20 LOMBARD STREET EAST,21231,MINISTRY OF BREWING,"MINISTRY OF BREWING, LLC",D
3800,"LOMBARD STREET EAST, #13","3800 LOMBARD STREET EAST, #13",21224,FISHTAIL SPIRITS,"FISHTAIL SPIRITS, LLC",LA
402,LOMBARD STREET WEST,402 LOMBARD STREET WEST,21201,LOMBARD LIQUORS,"BERHE, INC.",LA
1000,LOMBARD STREET WEST,1000 LOMBARD STREET WEST,21223,LOMBARD LIQUOR & BAR,"PATWAL, INC.",LBD7
542,LUZERNE AVENUE NORTH,542 LUZERNE AVENUE NORTH,21205,CLUB LUZERNE,"542 N. LUZERNE, INC.",LBD7
1021,LUZERNE AVENUE NORTH,1021 LUZERNE AVENUE NORTH,21205,APOLLO'S SOCIAL & DEMOCRATIC CLUB,"APOLLO'S SOCIAL & DEMOCRATIC CLUB, INC.",LC
623-25,LUZERNE AVENUE SOUTH,623-25 LUZERNE AVENUE SOUTH,21224,N/A,SECURED CREDITOR,LBD7
301,MACON STREET SOUTH,301 MACON STREET SOUTH,21224,JORDY'S,"JORDY'S BAR & LOUNGE, LLC",LBD7
422-26,MACON STREET SOUTH,422-26 MACON STREET SOUTH,21224,N/A,SECURED CREDITOR,LB
1502,MADISON AVENUE,1502 MADISON AVENUE,21217,AMERICAN LEGION POST #19,"FEDERAL POST #19 OF THE AMERICAN LEGION, INC",LC
1528,MADISON AVENUE,1528 MADISON AVENUE,21217,MONUMENTAL LODGE #3,MONUMENTAL ELKS LODGE #3 I.B.P.O.E.OF W.,LC
2501,MADISON AVENUE,2501 MADISON AVENUE,21217,DOVECOTE CAFE,"DOVECOTE CAFE, LLC",WD
307-11,MADISON STREET WEST,307-11 MADISON STREET WEST,21201,OXYMORON BAR & BISTRO,"OXYMORON, LLC",LBD7
1876,MANSION HOUSE DRIVE,1876 MANSION HOUSE DRIVE,21217,MARYLAND ZOO AT BALTIMORE,"MARYLAND ZOOLOGICAL SOCIETY, INC.",LMZ
34,MARKET PLACE,34 MARKET PLACE,21202,POWER PLANT LIVE!,"34 MARKET PLACE CONCESSIONAIRE, LLC",LBAL
111,MARKET PLACE AKA 700 PRATT STREET E,111 MARKET PLACE AKA 700 PRATT STREET E,21202,BLACKWALL HITCH,"BLACKWALL HITCH BALTIMORE, LLC",LB
1041-43,MARSHALL STREET,1041-43 MARSHALL STREET,21230,ABBEY BURGER BISTRO,"ABBEY BISTRO, LLC.",LB
1100,MARYLAND AVENUE,1100 MARYLAND AVENUE,21201,DUKEM ETHIOPIAN RESTAURANT,"BOGALECH, INC.",LB
1729,MARYLAND AVENUE,1729 MARYLAND AVENUE,21201,LE COMPTOIR DU VIN,"NAKATOMI, LLC",LB
1733-35,MARYLAND AVENUE,1733-35 MARYLAND AVENUE,21201,THE ROYAL BLUE,"TRBMD, LLC",LBD7
1818,MARYLAND AVENUE,1818 MARYLAND AVENUE,21201,ANYX LOUNGE,"ANNEX, LLC",LB
2001-03,MARYLAND AVENUE,2001-03 MARYLAND AVENUE,21218,JONG KAK RESTAURANT,"T & J JEONG, INC.",LB
2016,MARYLAND AVENUE,2016 MARYLAND AVENUE,21218,B1 BBQ,"B1 BBQ, INC.",LB
2101,MARYLAND AVENUE,2101 MARYLAND AVENUE,21218,WHO KNOW'Z RESTAURANT & LOUNGE,"WHO KNOW'Z, LLC",LB
2118,MARYLAND AVENUE,2118 MARYLAND AVENUE,21218,IBAR,"IBAR BALTIMORE, LLC",LB
2125,MARYLAND AVENUE,2125 MARYLAND AVENUE,21218,NO LAND BEYOND,"NO LAND BEYOND, LLC",LBD7
2219,MARYLAND AVENUE,2219 MARYLAND AVENUE,21218,CHURCH BAR,"CHURCH BAR BALTIMORE, LLC",LB
2223,MARYLAND AVENUE,2223 MARYLAND AVENUE,21218,FADENSONNEN,"PIERCE, INC",LBD7
500,MAUDE AVENUE,500 MAUDE AVENUE,21225,ACE LIQUORS & GROCERIES,"BIBZ ENTERPRISE, INC.",LA
1226,MCCULLOH STREET,1226 MCCULLOH STREET,21217,CLUB 1226,"CLUB 1226, LLC",LC
2324,MCELDERRY STREET,2324 MCELDERRY STREET,21205,AMERICAN LEGION NORTHEASTERN POST #285,AMERICAN-LEGION NORTHEASTERN POST #285,LC
1513,MCHENRY STREET,1513 MCHENRY STREET,21223,MCHENRY STREET PUB,"ROBGELL, INC.",LD
1848,MCHENRY STREET,1848 MCHENRY STREET,21223,BEST CRABS,"ALWAYS COOKING BEST CRABS, LLC",WD
111,MERCER STREET,111 MERCER STREET,21202,PETER'S POUR HOUSE,"111 MERCER STREET, INC.",LBD7
2701-03,MILES AVENUE,2701-03 MILES AVENUE,21211,3 MILE'S HOUSE,"3 MILE'S HOUSE, INC.",WD
1322,MILTON AVENUE NORTH,1322 MILTON AVENUE NORTH,21213,THUNDERETTES PLEASURE CLUB,"THUNDERETTES PLEASURE CLUB, INC.",LC
